browser,ua,first,last
Safari,"Mozilla/5.0 (Windows; U; Windows NT 6.0; de-DE) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.3 Safari/533.19.4",2011-03-13 07:49:00,2022-11-16 09:07:00
Safari,"Mozilla/5.0 (Windows; U; Windows NT 5.1; ru-RU) AppleWebKit/533.19.4 (KHTML, like Gecko) Version/5.0.3 Safari/533.19.4",2011-03-09 11:58:00,2023-12-08 03:38:00
Safari,"Mozilla/5.0 (Windows; U; Windows NT 5.1; ja-JP) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.3 Safari/533.19.4",2011-03-13 05:19:00,2024-04-22 10:23:00
Safari,"Mozilla/5.0 (Windows; U; Windows NT 5.1; it-IT) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.3 Safari/533.19.4",2011-03-13 07:39:00,2022-08-17 01:07:00
Safari,"Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.3 Safari/533.19.4",2011-03-13 07:25:00,2023-09-15 10:37:00
Safari,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_7; en-us) AppleWebKit/534.16+ (KHTML, like Gecko) Version/5.0.3 Safari/533.19.4",2011-01-24 10:36:00,2023-09-15 10:37:00
Safari,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_6; fr-ch) AppleWebKit/533.19.4 (KHTML, like Gecko) Version/5.0.3 Safari/533.19.4",2011-03-13 07:12:00,2023-08-28 03:30:00
Safari,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_5; de-de) AppleWebKit/534.15+ (KHTML, like Gecko) Version/5.0.3 Safari/533.19.4",2011-01-06 03:03:00,2024-04-25 09:55:00
Safari,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_5; ar) AppleWebKit/533.19.4 (KHTML, like Gecko) Version/5.0.3 Safari/533.19.4",2011-03-13 07:11:00,2020-12-23 02:56:00
Safari,"Mozilla/5.0 (Android 2.2; Windows; U; Windows NT 6.1; en-US) AppleWebKit/533.19.4 (KHTML, like Gecko) Version/5.0.3 Safari/533.19.4",2011-01-31 07:11:00,2025-04-15 09:52:00
Safari,"Mozilla/5.0 (Windows; U; Windows NT 6.1; zh-HK) AppleWebKit/533.18.1 (KHTML, like Gecko) Version/5.0.2 Safari/533.18.5",2010-10-11 04:42:00,2024-04-17 12:37:00
Safari,"Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/533.19.4 (KHTML, like Gecko) Version/5.0.2 Safari/533.18.5",2010-11-15 02:13:00,2023-08-28 03:30:00
Safari,"Mozilla/5.0 (Windows; U; Windows NT 6.0; tr-TR) AppleWebKit/533.18.1 (KHTML, like Gecko) Version/5.0.2 Safari/533.18.5",2010-10-10 07:12:00,2023-04-19 08:34:00
Safari,"Mozilla/5.0 (Windows; U; Windows NT 6.0; nb-NO) AppleWebKit/533.18.1 (KHTML, like Gecko) Version/5.0.2 Safari/533.18.5",2010-10-10 07:11:00,2023-06-06 05:23:00
Safari,"Mozilla/5.0 (Windows; U; Windows NT 6.0; fr-FR) AppleWebKit/533.18.1 (KHTML, like Gecko) Version/5.0.2 Safari/533.18.5",2010-10-10 07:09:00,2023-09-15 10:37:00
Safari,"Mozilla/5.0 (Windows; U; Windows NT 5.1; zh-TW) AppleWebKit/533.19.4 (KHTML, like Gecko) Version/5.0.2 Safari/533.18.5",2010-12-31 04:32:00,2025-09-16 06:13:00
Safari,"Mozilla/5.0 (Windows; U; Windows NT 5.1; ru-RU) AppleWebKit/533.18.1 (KHTML, like Gecko) Version/5.0.2 Safari/533.18.5",2010-11-08 04:24:00,2024-11-18 02:48:00
Safari,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_8; zh-cn) AppleWebKit/533.18.1 (KHTML, like Gecko) Version/5.0.2 Safari/533.18.5",2010-10-10 06:39:00,2020-12-23 02:59:00
Safari,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3_3 like Mac OS X; ja-jp) AppleWebKit/533.17.9 (KHTML, like Gecko) Version/5.0.2 Mobile/8J2 Safari/6533.18.5",2011-05-13 06:00:00,2025-01-16 04:07:00
Safari,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3_1 like Mac OS X; zh-cn) AppleWebKit/533.17.9 (KHTML, like Gecko) Version/5.0.2 Mobile/8G4 Safari/6533.18.5",2011-03-28 12:44:00,2024-08-07 11:53:00
Safari,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2_1 like Mac OS X; he-il) AppleWebKit/533.17.9 (KHTML, like Gecko) Version/5.0.2 Mobile/8C148 Safari/6533.18.5",2011-03-13 08:27:00,2025-07-24 01:34:00
Safari,"Mozilla/5.0 (iPhone; U; ru; CPU iPhone OS 4_2_1 like Mac OS X; ru) AppleWebKit/533.17.9 (KHTML, like Gecko) Version/5.0.2 Mobile/8C148a Safari/6533.18.5",2012-10-07 12:26:00,2025-06-21 01:56:00
Safari,"Mozilla/5.0 (iPhone; U; ru; CPU iPhone OS 4_2_1 like Mac OS X; fr) AppleWebKit/533.17.9 (KHTML, like Gecko) Version/5.0.2 Mobile/8C148a Safari/6533.18.5",2012-10-07 12:25:00,2022-10-20 02:55:00
Safari,"Mozilla/5.0 (iPhone; U; fr; CPU iPhone OS 4_2_1 like Mac OS X; fr) AppleWebKit/533.17.9 (KHTML, like Gecko) Version/5.0.2 Mobile/8C148a Safari/6533.18.5",2011-03-05 07:54:00,2020-04-17 10:43:00
Safari,"Mozilla/5.0 (iPhone; U; CPU iPhone OS 4_3_1 like Mac OS X; zh-tw) AppleWebKit/533.17.9 (KHTML, like Gecko) Version/5.0.2 Mobile/8G4 Safari/6533.18.5",2011-03-24 08:30:00,2024-09-10 10:08:00
Safari,"Mozilla/5.0 (iPhone; U; CPU iPhone OS 4_3 like Mac OS X; pl-pl) AppleWebKit/533.17.9 (KHTML, like Gecko) Version/5.0.2 Mobile/8F190 Safari/6533.18.5",2011-03-14 11:27:00,2023-10-28 06:57:00
Safari,"Mozilla/5.0 (iPhone; U; CPU iPhone OS 4_3 like Mac OS X; fr-fr) AppleWebKit/533.17.9 (KHTML, like Gecko) Version/5.0.2 Mobile/8F190 Safari/6533.18.5",2011-03-12 03:51:00,2023-10-17 10:11:00
Safari,"Mozilla/5.0 (iPhone; U; CPU iPhone OS 4_3 like Mac OS X; en-gb) AppleWebKit/533.17.9 (KHTML, like Gecko) Version/5.0.2 Mobile/8F190 Safari/6533.18.5",2011-03-10 01:50:00,2025-10-02 09:14:00
Safari,"Mozilla/5.0 (iPhone; U; CPU iPhone OS 4_2_1 like Mac OS X; ru-ru) AppleWebKit/533.17.9 (KHTML, like Gecko) Version/5.0.2 Mobile/8C148 Safari/6533.18.5",2011-07-18 10:24:00,2025-05-18 03:59:00
Safari,"Mozilla/5.0 (iPhone; U; CPU iPhone OS 4_2_1 like Mac OS X; nb-no) AppleWebKit/533.17.9 (KHTML, like Gecko) Version/5.0.2 Mobile/8C148a Safari/6533.18.5",2011-03-13 07:55:00,2025-10-23 06:28:00
Safari,"Mozilla/5.0 (Windows; U; Windows NT 5.2; en-US) AppleWebKit/533.17.8 (KHTML, like Gecko) Version/5.0.1 Safari/533.17.8",2010-09-03 01:03:00,2023-12-08 05:33:00
Safari,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_4; th-th) AppleWebKit/533.17.8 (KHTML, like Gecko) Version/5.0.1 Safari/533.17.8",2011-03-13 07:11:00,2020-04-08 10:49:00
Safari,"Mozilla/5.0 (X11; U; Linux x86_64; en-us) AppleWebKit/531.2+ (KHTML, like Gecko) Version/5.0 Safari/531.2+",2011-02-19 12:16:00,2023-11-29 05:32:00
Safari,"Mozilla/5.0 (X11; U; Linux x86_64; en-ca) AppleWebKit/531.2+ (KHTML, like Gecko) Version/5.0 Safari/531.2+",2010-09-22 05:39:00,2025-02-10 06:35:00
Safari,"Mozilla/5.0 (Windows; U; Windows NT 6.1; ja-JP) AppleWebKit/533.16 (KHTML, like Gecko) Version/5.0 Safari/533.16",2010-06-13 11:40:00,2022-11-26 11:16:00
Safari,"Mozilla/5.0 (Windows; U; Windows NT 6.1; es-ES) AppleWebKit/533.18.1 (KHTML, like Gecko) Version/5.0 Safari/533.16",2010-10-10 07:44:00,2023-10-29 02:48:00
Safari,"Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/533.18.1 (KHTML, like Gecko) Version/5.0 Safari/533.16",2010-10-10 07:13:00,2020-09-08 05:03:00
Safari,"Mozilla/5.0 (Windows; U; Windows NT 6.0; ja-JP) AppleWebKit/533.16 (KHTML, like Gecko) Version/5.0 Safari/533.16",2010-06-13 11:31:00,2018-07-21 08:55:00
Safari,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_5_8; ja-jp) AppleWebKit/533.16 (KHTML, like Gecko) Version/5.0 Safari/533.16",2010-06-13 10:56:00,2023-10-21 09:53:00
Safari,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_4_11; fr) AppleWebKit/533.16 (KHTML, like Gecko) Version/5.0 Safari/533.16",2010-06-13 10:54:00,2025-03-20 08:14:00
Safari,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_3; zh-cn) AppleWebKit/533.16 (KHTML, like Gecko) Version/5.0 Safari/533.16",2010-06-13 10:52:00,2023-06-01 01:05:00
Safari,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_3; ru-ru) AppleWebKit/533.16 (KHTML, like Gecko) Version/5.0 Safari/533.16",2010-06-13 10:52:00,2025-08-29 10:53:00
Safari,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_3; ko-kr) AppleWebKit/533.16 (KHTML, like Gecko) Version/5.0 Safari/533.16",2010-06-13 10:52:00,2025-09-16 06:12:00
Safari,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_3; it-it) AppleWebKit/533.16 (KHTML, like Gecko) Version/5.0 Safari/533.16",2010-06-13 10:52:00,2021-04-05 11:15:00
Safari,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_3; HTC-P715a; en-ca) AppleWebKit/533.16 (KHTML, like Gecko) Version/5.0 Safari/533.16",2011-07-18 05:17:00,2020-12-28 08:58:00
Safari,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_3; en-us) AppleWebKit/534.1+ (KHTML, like Gecko) Version/5.0 Safari/533.16",2010-06-13 10:51:00,2025-10-14 05:28:00
Safari,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_3; en-au) AppleWebKit/533.16 (KHTML, like Gecko) Version/5.0 Safari/533.16",2010-06-13 10:51:00,2024-12-07 10:05:00
Safari,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_3; el-gr) AppleWebKit/533.16 (KHTML, like Gecko) Version/5.0 Safari/533.16",2010-06-13 10:51:00,2025-01-06 08:17:00
Safari,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_3; ca-es) AppleWebKit/533.16 (KHTML, like Gecko) Version/5.0 Safari/533.16",2010-06-13 10:51:00,2024-03-03 12:31:00
Safari,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_8; zh-tw) AppleWebKit/533.16 (KHTML, like Gecko) Version/5.0 Safari/533.16",2010-06-13 10:50:00,2025-09-26 07:10:00
Safari,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_8; ja-jp) AppleWebKit/533.16 (KHTML, like Gecko) Version/5.0 Safari/533.16",2010-06-13 10:50:00,2023-06-05 10:17:00
Safari,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_8; it-it) AppleWebKit/533.16 (KHTML, like Gecko) Version/5.0 Safari/533.16",2010-06-13 10:49:00,2023-06-11 03:02:00
Safari,"Mozilla/5.0 (Windows; U; Windows NT 5.0; en-en) AppleWebKit/533.16 (KHTML, like Gecko) Version/4.1 Safari/533.16",2011-01-26 11:49:00,2022-03-06 06:00:00
Safari,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_4_11; nl-nl) AppleWebKit/533.16 (KHTML, like Gecko) Version/4.1 Safari/533.16",2010-06-13 10:55:00,2024-09-21 12:22:00
Safari,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_4_11; ja-jp) AppleWebKit/533.16 (KHTML, like Gecko) Version/4.1 Safari/533.16",2010-06-13 10:55:00,2024-09-01 10:05:00
Safari,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_4_11; de-de) AppleWebKit/533.16 (KHTML, like Gecko) Version/4.1 Safari/533.16",2010-06-13 10:54:00,2022-03-06 04:29:00
Safari,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_7; en-us) AppleWebKit/533.4 (KHTML, like Gecko) Version/4.1 Safari/533.4",2010-04-04 02:33:00,2025-07-12 02:20:00
Safari,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_2; nb-no) AppleWebKit/533.16 (KHTML, like Gecko) Version/4.1 Safari/533.16",2011-10-28 07:34:00,2023-04-25 10:25:00
Safari,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_4_11; tr) AppleWebKit/528.4+ (KHTML, like Gecko) Version/4.0dp1 Safari/526.11.2",2009-04-29 08:05:00,2025-03-02 09:57:00
Safari,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_4_11; en) AppleWebKit/528.4+ (KHTML, like Gecko) Version/4.0dp1 Safari/526.11.2",2008-09-11 09:55:00,2025-04-19 06:01:00
Safari,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_4_11; de) AppleWebKit/528.4+ (KHTML, like Gecko) Version/4.0dp1 Safari/526.11.2",2009-04-07 01:30:00,2025-11-20 12:57:00
Safari,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_4; en-us) AppleWebKit/528.4+ (KHTML, like Gecko) Version/4.0dp1 Safari/526.11.2",2009-05-03 05:31:00,2025-07-28 05:32:00
Firefox,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:146.0) Gecko/20100101 Firefox/146.0,2026-01-07 07:49:00,2026-01-13 01:13:00
Firefox,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:138.0) Gecko/20100101 Firefox/138.0,2025-03-06 04:54:00,2026-01-07 04:46:00
Firefox,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:137.0) Gecko/20100101 Firefox/137.0,2025-04-25 08:38:00,2026-01-12 12:22:00
Firefox,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:136.0) Gecko/20100101 Firefox/136.0,2025-03-05 08:10:00,2026-01-11 07:55:00
Firefox,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2_0; rv:133.0) Gecko/20100101 Firefox/133.0,2026-01-08 10:18:00,2026-01-08 10:18:00
Firefox,Mozilla/5.0 (Macintosh; Intel Mac OS X 15_7_3; rv:132.0) Gecko/20100101 Firefox/132.0,2026-01-09 10:40:00,2026-01-09 10:40:00
Firefox,Mozilla/5.0 (Macintosh; Intel Mac OS X 15_5_2; rv:131.0) Gecko/20100101 Firefox/131.0,2026-01-09 07:19:00,2026-01-09 07:19:00
Firefox,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0_9; rv:131.0) Gecko/20100101 Firefox/131.0,2026-01-09 09:39:00,2026-01-09 09:39:00
Firefox,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_5_5; rv:130.0) Gecko/20100101 Firefox/130.0,2026-01-10 12:41:00,2026-01-10 12:41:00
Firefox,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_5_2; rv:130.0) Gecko/20100101 Firefox/130.0,2026-01-09 07:21:00,2026-01-09 07:21:00
Firefox,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_6_0; rv:129.0) Gecko/20100101 Firefox/129.0,2026-01-09 07:11:00,2026-01-09 07:11:00
Firefox,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_1_1; rv:129.0) Gecko/20100101 Firefox/129.0,2026-01-09 10:56:00,2026-01-09 10:56:00
Firefox,Mozilla/5.0 (Macintosh; Intel Mac OS X 15_0_7; rv:128.0) Gecko/20100101 Firefox/128.0,2026-01-09 01:39:00,2026-01-09 01:39:00
Firefox,Mozilla/5.0 (Macintosh; Intel Mac OS X 15_0_5; rv:128.0) Gecko/20100101 Firefox/128.0,2026-01-09 05:28:00,2026-01-09 05:28:00
Firefox,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0_2; rv:126.0) Gecko/20100101 Firefox/126.0,2026-01-09 01:04:00,2026-01-09 01:04:00
Firefox,Mozilla/5.0 (Macintosh; Intel Mac OS X 15_1_5; rv:125.0) Gecko/20100101 Firefox/125.0,2026-01-09 05:28:00,2026-01-09 05:28:00
Firefox,Mozilla/5.0 (Macintosh; Intel Mac OS X 15_5_8; rv:124.0) Gecko/20100101 Firefox/124.0,2026-01-09 02:53:00,2026-01-09 02:53:00
Firefox,Mozilla/5.0 (Macintosh; Intel Mac OS X 15_2_5; rv:124.0) Gecko/20100101 Firefox/124.0,2026-01-09 07:07:00,2026-01-09 07:07:00
Firefox,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_0_4; rv:124.0) Gecko/20100101 Firefox/124.0,2026-01-07 04:50:00,2026-01-07 04:50:00
Firefox,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_5_8; rv:123.0) Gecko/20100101 Firefox/123.0,2026-01-09 09:15:00,2026-01-09 09:15:00
Firefox,Mozilla/5.0 (Macintosh; Intel Mac OS X 15_7_3; rv:122.0) Gecko/20100101 Firefox/122.0,2026-01-08 05:32:00,2026-01-08 05:32:00
Firefox,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_1_9; rv:122.0) Gecko/20100101 Firefox/122.0,2026-01-09 07:35:00,2026-01-09 07:35:00
Firefox,Mozilla/5.0 (Macintosh; Intel Mac OS X 15_6_9; rv:121.0) Gecko/20100101 Firefox/121.0,2026-01-09 10:35:00,2026-01-09 10:35:00
Firefox,Mozilla/5.0 (Macintosh; Intel Mac OS X 15_5_0; rv:121.0) Gecko/20100101 Firefox/121.0,2026-01-09 11:28:00,2026-01-09 11:28:00
Firefox,Mozilla/5.0 (Macintosh; Intel Mac OS X 15_2_2; rv:121.0) Gecko/20100101 Firefox/121.0,2026-01-09 08:07:00,2026-01-09 08:07:00
Firefox,Mozilla/5.0 (Macintosh; Intel Mac OS X 15_0_3; rv:120.0) Gecko/20100101 Firefox/120.0,2026-01-09 05:17:00,2026-01-09 05:17:00
Firefox,Mozilla/5.0 (Macintosh; Intel Mac OS X 14_1_9; rv:120.0) Gecko/20100101 Firefox/120.0,2026-01-09 06:30:00,2026-01-09 06:30:00
Firefox,Mozilla/5.0 (Windows NT 6.2; rv:109.0) Gecko/20100101 Firefox/111.0,2025-03-05 04:11:00,2025-09-08 02:33:00
Firefox,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:101.0) Gecko/20100101 Firefox/101.0,2022-04-22 10:47:00,2025-12-01 02:41:00
Firefox,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:77.0) Gecko/20190101 Firefox/77.0,2020-04-15 02:00:00,2025-12-25 12:30:00
Firefox,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:77.0) Gecko/20100101 Firefox/77.0,2020-04-12 04:27:00,2023-07-14 10:17:00
Firefox,Mozilla/5.0 (X11; Linux ppc64le; rv:75.0) Gecko/20100101 Firefox/75.0,2020-04-13 09:34:00,2025-09-11 02:36:00
Firefox,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:39.0) Gecko/20100101 Firefox/75.0,2020-04-14 05:52:00,2025-10-27 06:09:00
Firefox,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10.10; rv:75.0) Gecko/20100101 Firefox/75.0,2020-04-15 12:51:00,2023-10-26 03:41:00
Firefox,Mozilla/5.0 (X11; Linux; rv:74.0) Gecko/20100101 Firefox/74.0,2020-04-14 01:07:00,2024-08-20 09:45:00
Firefox,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.13; rv:61.0) Gecko/20100101 Firefox/73.0,2020-04-12 06:21:00,2023-07-14 10:17:00
Firefox,Mozilla/5.0 (X11; OpenBSD i386; rv:72.0) Gecko/20100101 Firefox/72.0,2020-04-13 04:56:00,2024-08-11 09:03:00
Firefox,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:71.0) Gecko/20100101 Firefox/71.0,2020-03-17 12:16:00,2023-03-06 01:55:00
Firefox,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:70.0) Gecko/20191022 Firefox/70.0,2020-04-15 10:25:00,2025-04-25 02:44:00
Firefox,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:70.0) Gecko/20190101 Firefox/70.0,2020-04-15 10:01:00,2021-02-04 11:58:00
Firefox,Mozilla/5.0 (Windows; U; Windows NT 9.1; en-US; rv:12.9.1.11) Gecko/20100821 Firefox/70,2020-04-13 05:44:00,2024-03-12 04:32:00
Firefox,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:69.2.1) Gecko/20100101 Firefox/69.2,2020-04-15 10:34:00,2020-12-23 02:57:00
Firefox,Mozilla/5.0 (Windows NT 6.1; rv:68.7) Gecko/20100101 Firefox/68.7,2020-04-15 02:12:00,2024-02-29 07:52:00
Firefox,Mozilla/5.0 (X11; Linux x86_64; rv:54.0) Gecko/20100101 Firefox/64.0,2021-07-13 01:58:00,2023-11-20 12:24:00
Firefox,Mozilla/5.0 (X11; Linux i686; rv:64.0) Gecko/20100101 Firefox/64.0,2018-10-30 04:00:00,2023-11-20 12:20:00
Firefox,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:64.0) Gecko/20100101 Firefox/64.0,2018-11-01 05:20:00,2024-10-28 08:37:00
Firefox,Mozilla/5.0 (X11; Linux i586; rv:63.0) Gecko/20100101 Firefox/63.0,2018-11-01 11:39:00,2024-03-04 09:32:00
Firefox,Mozilla/5.0 (Windows NT 6.2; WOW64; rv:63.0) Gecko/20100101 Firefox/63.0,2018-10-28 07:36:00,2023-02-14 02:22:00
Firefox,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10.10; rv:62.0) Gecko/20100101 Firefox/62.0,2018-10-30 10:38:00,2021-12-02 05:07:00
Firefox,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:10.0) Gecko/20100101 Firefox/62.0,2018-11-01 04:26:00,2023-11-23 05:42:00
Firefox,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10.13; ko; rv:1.9.1b2) Gecko/20081201 Firefox/60.0,2018-10-30 10:15:00,2024-08-28 07:13:00
Firefox,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Firefox/58.0.1",2018-10-29 09:05:00,2024-11-29 10:39:00
Firefox,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_1; rv:58.0.1) Gecko/20100101 Firefox/58.0.1,2025-03-07 06:03:00,2025-03-07 06:03:00
Firefox,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:54.0) Gecko/20100101 Firefox/58.0,2018-10-30 03:39:00,2025-12-25 10:09:00
Firefox,Mozilla/5.0 (Windows NT 5.0; Windows NT 5.1; Windows NT 6.0; Windows NT 6.1; Linux; es-VE; rv:52.9.0) Gecko/20100101 Firefox/52.9.0,2020-04-12 03:13:00,2022-04-11 07:24:00
Firefox,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:52.59.12) Gecko/20160044 Firefox/52.59.12,2018-10-29 12:12:00,2024-03-11 08:44:00
Firefox,Mozilla/5.0 (X11; Ubuntu i686; rv:52.0) Gecko/20100101 Firefox/52.0,2020-04-15 09:29:00,2024-03-11 08:45:00
Firefox,Mozilla/5.0 (X11;  Ubuntu; Linux i686; rv:52.0) Gecko/20100101 Firefox/52.0,2020-04-15 09:33:00,2022-04-11 07:45:00
Firefox,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.9a1) Gecko/20060814 Firefox/51.0,2018-10-30 05:42:00,2024-12-23 08:10:00
Firefox,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10.10; rv:62.0) Gecko/20100101 Firefox/49.0,2020-04-12 11:09:00,2021-01-27 08:15:00
Firefox,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:46.0) Gecko/20120121 Firefox/46.0,2018-10-30 06:29:00,2024-05-02 11:22:00
Firefox,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:45.66.18) Gecko/20177177 Firefox/45.66.18,2018-10-28 03:37:00,2022-11-03 08:40:00
Firefox,Mozilla/5.0 (Windows NT 9.2; Win64; x64; rv:43.43.2) Gecko/20100101 Firefox/43.43.2,2022-04-22 05:22:00,2022-04-22 03:22:00
Firefox,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:40.0) Gecko/20100101 Firefox/40.1,2015-09-06 08:17:00,2026-01-01 03:18:00
Firefox,Mozilla/5.0 (Windows NT 6.3; rv:36.0) Gecko/20100101 Firefox/36.0,2014-11-23 07:54:00,2025-10-22 02:13:00
Firefox,Mozilla/5.0 (Windows ME 4.9; rv:35.0) Gecko/20100101 Firefox/35.0,2020-04-14 11:58:00,2023-04-29 02:03:00
Firefox,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10; rv:33.0) Gecko/20100101 Firefox/33.0,2014-11-22 01:43:00,2025-11-04 03:54:00
Firefox,Mozilla/5.0 (Windows ME 4.9; rv:31.0) Gecko/20100101 Firefox/31.7,2020-04-15 10:15:00,2021-04-29 04:15:00
Firefox,Mozilla/5.0 (X11; Linux i586; rv:31.0) Gecko/20100101 Firefox/31.0,2014-11-22 10:57:00,2025-10-23 09:30:00
Firefox,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20130401 Firefox/31.0,2014-11-22 03:09:00,2025-10-14 05:15:00
Firefox,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:28.0) Gecko/20100101 Firefox/31.0,2018-11-01 12:37:00,2023-02-01 04:45:00
Firefox,Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0,2014-04-18 08:59:00,2025-09-12 01:45:00
Firefox,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:29.0) Gecko/20120101 Firefox/29.0,2014-04-20 10:04:00,2025-12-05 03:27:00
Firefox,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:25.0) Gecko/20100101 Firefox/29.0,2014-04-18 05:51:00,2025-11-27 04:58:00
Firefox,Mozilla/5.0 (X11; Ubuntu; 8160 ; Linux i686; rv:28.0) Gecko/20100101 Firefox/28.0,2022-04-22 03:38:00,2022-04-22 01:38:00
Firefox,Mozilla/5.0 (X11; Ubuntu; 7162 ; Linux i686; rv:28.0) Gecko/20100101 Firefox/28.0,2022-04-21 10:25:00,2022-04-21 08:25:00
Firefox,Mozilla/5.0 (X11; OpenBSD amd64; rv:28.0) Gecko/20100101 Firefox/28.0,2014-04-20 12:00:00,2025-04-24 10:44:00
Firefox,Mozilla/5.0 (X11; Linux x86_64; rv:28.0) Gecko/20100101  Firefox/28.0,2014-04-20 12:42:00,2023-08-28 03:30:00
Firefox,Mozilla/5.0 (Windows NT 6.1; rv:27.3) Gecko/20130101 Firefox/27.3,2014-04-19 09:04:00,2024-07-28 07:29:00
Firefox,Mozilla/5.0 (Windows NT 6.2; Win64; x64; rv:27.0) Gecko/20121011 Firefox/27.0,2014-04-18 06:15:00,2024-07-01 03:15:00
Firefox,Mozilla/5.0 (Windows NT 6.2; rv:20.0) Gecko/20121202 Firefox/26.0,2018-10-31 07:05:00,2024-03-04 02:58:00
